city,precinct,office,district,party,candidate,votes
Shaw-Topeka,Ward 8 Precinct 10,Insurance,,R,Ken Selzer,153
Shaw-Topeka,Ward 8 Precinct 11,Insurance,,R,Ken Selzer,155
Shaw-Topeka,Ward 9 Precinct 1,Insurance,,R,Ken Selzer,26
Shaw-Topeka,Ward 9 Precinct 2,Insurance,,R,Ken Selzer,94
Shaw-Topeka,Ward 9 Precinct 3,Insurance,,R,Ken Selzer,184
Shaw-Topeka,Ward 9 Precinct 4,Insurance,,R,Ken Selzer,139
Shaw-Topeka,Ward 9 Precinct 5,Insurance,,R,Ken Selzer,102
Shaw-Topeka,Ward 9 Precinct 6,Insurance,,R,Ken Selzer,129
Shaw-Topeka,Ward 9 Precinct 8,Insurance,,R,Ken Selzer,158
Shaw-Topeka,Ward 9 Precinct 9,Insurance,,R,Ken Selzer,125
Shaw-Topeka,Ward 9 Precinct 10,Insurance,,R,Ken Selzer,219
Shaw-Topeka,Ward 9 Precinct 11,Insurance,,R,Ken Selzer,129
Shaw-Topeka,Ward 9 Precinct 12,Insurance,,R,Ken Selzer,56
Shaw-Topeka,Ward 10 Precinct 1,Insurance,,R,Ken Selzer,126
Shaw-Topeka,Ward 10 Precinct 2,Insurance,,R,Ken Selzer,184
Shaw-Topeka,Ward 10 Precinct 3,Insurance,,R,Ken Selzer,252
Shaw-Topeka,Ward 10 Precinct 4,Insurance,,R,Ken Selzer,145
Shaw-Topeka,Ward 10 Precinct 5,Insurance,,R,Ken Selzer,120
Shaw-Topeka,Ward 10 Precinct 6,Insurance,,R,Ken Selzer,140
Shaw-Topeka,Ward 10 Precinct 7,Insurance,,R,Ken Selzer,151
Shaw-Topeka,Ward 10 Precinct 8,Insurance,,R,Ken Selzer,109
Shaw-Topeka,Ward 10 Precinct 9,Insurance,,R,Ken Selzer,86
Shaw-Topeka,Ward 10 Precinct 10,Insurance,,R,Ken Selzer,136
Shaw-Topeka,Ward 10 Precinct 11,Insurance,,R,Ken Selzer,208
Shaw-Topeka,Ward 10 Precinct 14,Insurance,,R,Ken Selzer,139
Shaw-Topeka,Ward 11 Precinct 1,Insurance,,R,Ken Selzer,111
Shaw-Topeka,Ward 11 Precinct 2,Insurance,,R,Ken Selzer,118
Shaw-Topeka,Ward 11 Precinct 3,Insurance,,R,Ken Selzer,90
Shaw-Topeka,Ward 11 Precinct 4,Insurance,,R,Ken Selzer,189
Shaw-Topeka,Ward 11 Precinct 5,Insurance,,R,Ken Selzer,131
Shaw-Topeka,Ward 11 Precinct 6,Insurance,,R,Ken Selzer,131
Shaw-Topeka,Ward 11 Precinct 7,Insurance,,R,Ken Selzer,129
Shaw-Topeka,Ward 11 Precinct 8,Insurance,,R,Ken Selzer,136
Shaw-Topeka,Ward 11 Precinct 9,Insurance,,R,Ken Selzer,130
Shaw-Topeka,Ward 11 Precinct 10,Insurance,,R,Ken Selzer,76
Shaw-Topeka,Ward 12 Precinct 1,Insurance,,R,Ken Selzer,105
Shaw-Topeka,Ward 12 Precinct 2,Insurance,,R,Ken Selzer,78
Shaw-Topeka,Ward 12 Precinct 3,Insurance,,R,Ken Selzer,171
Shaw-Topeka,Ward 12 Precinct 4,Insurance,,R,Ken Selzer,241
Shaw-Topeka,Ward 12 Precinct 5,Insurance,,R,Ken Selzer,202
Shaw-Topeka,Ward 12 Precinct 6,Insurance,,R,Ken Selzer,192
Shaw-Topeka,Ward 12 Precinct 7,Insurance,,R,Ken Selzer,197
Shaw-Topeka,Ward 12 Precinct 8,Insurance,,R,Ken Selzer,197
Shaw-Topeka,Ward 12 Precinct 9,Insurance,,R,Ken Selzer,297
Shaw-Topeka,Ward 12 Precinct 11,Insurance,,R,Ken Selzer,344
Shaw-Topeka,Ward 12 Precinct 13,Insurance,,R,Ken Selzer,262
Shaw-Topeka,Ward 12 Precinct 14,Insurance,,R,Ken Selzer,169
Shaw-Topeka,Ward 12 Precinct 15,Insurance,,R,Ken Selzer,316
Shaw-Topeka,Ward 12 Precinct 16,Insurance,,R,Ken Selzer,296
Shaw-Topeka,Ward 12 Precinct 19,Insurance,,R,Ken Selzer,48
Shaw-Topeka,Ward 12 Precinct 20,Insurance,,R,Ken Selzer,229
Shaw-Topeka,Ward 12 Precinct 31,Insurance,,R,Ken Selzer,153
Shaw-Topeka,Ward 13 Precinct 2,Insurance,,R,Ken Selzer,48
Shaw-Topeka,Ward 13 Precinct 5,Insurance,,R,Ken Selzer,8
Shaw-Topeka,Ward 13 Precinct 6,Insurance,,R,Ken Selzer,82
Shaw-Topeka,Ward 13 Precinct 9,Insurance,,R,Ken Selzer,58
Shaw-Topeka,Ward 13 Precinct 12,Insurance,,R,Ken Selzer,314
Shaw-Topeka,Ward 13 Precinct 21,Insurance,,R,Ken Selzer,32
Shaw-Topeka,Ward 13 Precinct 22,Insurance,,R,Ken Selzer,35
Shaw-Topeka,Ward 13 Precinct 30,Insurance,,R,Ken Selzer,52
Shaw-Topeka,Ward 14 Precinct 1,Insurance,,R,Ken Selzer,279
Shaw-Topeka,Ward 14 Precinct 2,Insurance,,R,Ken Selzer,235
Shaw-Topeka,Ward 14 Precinct 3,Insurance,,R,Ken Selzer,173
Shaw-Topeka,Ward 14 Precinct 4,Insurance,,R,Ken Selzer,384
Shaw-Topeka,Ward 14 Precinct 5,Insurance,,R,Ken Selzer,246
Shaw-Topeka,Ward 15 Precinct 1,Insurance,,R,Ken Selzer,197
Shaw-Topeka,Ward 15 Precinct 2,Insurance,,R,Ken Selzer,133
Shaw-Topeka,Ward 15 Precinct 3,Insurance,,R,Ken Selzer,12
Shaw-Topeka,Ward 1 Precinct 1,Insurance,,D,Dennis Anderson,117
Shaw-Topeka,Ward 1 Precinct 2,Insurance,,D,Dennis Anderson,143
Shaw-Topeka,Ward 1 Precinct 3,Insurance,,D,Dennis Anderson,102
Shaw-Topeka,Ward 1 Precinct 4,Insurance,,D,Dennis Anderson,132
Shaw-Topeka,Ward 1 Precinct 5,Insurance,,D,Dennis Anderson,188
Shaw-Topeka,Ward 1 Precinct 6,Insurance,,D,Dennis Anderson,207
Shaw-Topeka,Ward 2 Precinct 1,Insurance,,D,Dennis Anderson,143
Shaw-Topeka,Ward 2 Precinct 2,Insurance,,D,Dennis Anderson,128
Shaw-Topeka,Ward 2 Precinct 3,Insurance,,D,Dennis Anderson,137
Shaw-Topeka,Ward 2 Precinct 4,Insurance,,D,Dennis Anderson,130
Shaw-Topeka,Ward 2 Precinct 5,Insurance,,D,Dennis Anderson,135
Shaw-Topeka,Ward 2 Precinct 6,Insurance,,D,Dennis Anderson,101
Shaw-Topeka,Ward 2 Precinct 7,Insurance,,D,Dennis Anderson,73
Shaw-Topeka,Ward 2 Precinct 8,Insurance,,D,Dennis Anderson,85
Shaw-Topeka,Ward 2 Precinct 9,Insurance,,D,Dennis Anderson,150
Shaw-Topeka,Ward 2 Precinct 10,Insurance,,D,Dennis Anderson,221
Shaw-Topeka,Ward 2 Precinct 11,Insurance,,D,Dennis Anderson,103
Shaw-Topeka,Ward 3 Precinct 1,Insurance,,D,Dennis Anderson,128
Shaw-Topeka,Ward 3 Precinct 2,Insurance,,D,Dennis Anderson,152
Shaw-Topeka,Ward 3 Precinct 3,Insurance,,D,Dennis Anderson,103
Shaw-Topeka,Ward 3 Precinct 4,Insurance,,D,Dennis Anderson,112
Shaw-Topeka,Ward 3 Precinct 5,Insurance,,D,Dennis Anderson,80
Shaw-Topeka,Ward 3 Precinct 6,Insurance,,D,Dennis Anderson,89
Shaw-Topeka,Ward 3 Precinct 7,Insurance,,D,Dennis Anderson,100
Shaw-Topeka,Ward 3 Precinct 8,Insurance,,D,Dennis Anderson,130
Shaw-Topeka,Ward 3 Precinct 9,Insurance,,D,Dennis Anderson,125
Shaw-Topeka,Ward 3 Precinct 10,Insurance,,D,Dennis Anderson,10
Shaw-Topeka,Ward 4 Precinct 1,Insurance,,D,Dennis Anderson,136
Shaw-Topeka,Ward 4 Precinct 2,Insurance,,D,Dennis Anderson,134
Shaw-Topeka,Ward 4 Precinct 3,Insurance,,D,Dennis Anderson,102
Shaw-Topeka,Ward 4 Precinct 4,Insurance,,D,Dennis Anderson,174
Shaw-Topeka,Ward 4 Precinct 6,Insurance,,D,Dennis Anderson,157
Shaw-Topeka,Ward 4 Precinct 7,Insurance,,D,Dennis Anderson,86
Shaw-Topeka,Ward 4 Precinct 8,Insurance,,D,Dennis Anderson,117
Shaw-Topeka,Ward 4 Precinct 9,Insurance,,D,Dennis Anderson,153
Shaw-Topeka,Ward 4 Precinct 10,Insurance,,D,Dennis Anderson,184
Shaw-Topeka,Ward 4 Precinct 11,Insurance,,D,Dennis Anderson,50
Shaw-Topeka,Ward 4 Precinct 12,Insurance,,D,Dennis Anderson,14
Shaw-Topeka,Ward 4 Precinct 15,Insurance,,D,Dennis Anderson,75
Shaw-Topeka,Ward 5 Precinct 1,Insurance,,D,Dennis Anderson,120
Shaw-Topeka,Ward 5 Precinct 2,Insurance,,D,Dennis Anderson,122
Shaw-Topeka,Ward 5 Precinct 3,Insurance,,D,Dennis Anderson,108
Shaw-Topeka,Ward 5 Precinct 4,Insurance,,D,Dennis Anderson,145
Shaw-Topeka,Ward 5 Precinct 5,Insurance,,D,Dennis Anderson,142
Shaw-Topeka,Ward 5 Precinct 6,Insurance,,D,Dennis Anderson,93
Shaw-Topeka,Ward 5 Precinct 7,Insurance,,D,Dennis Anderson,155
Shaw-Topeka,Ward 5 Precinct 8,Insurance,,D,Dennis Anderson,105
Shaw-Topeka,Ward 5 Precinct 9,Insurance,,D,Dennis Anderson,180
Shaw-Topeka,Ward 5 Precinct 10,Insurance,,D,Dennis Anderson,214
Shaw-Topeka,Ward 5 Precinct 11,Insurance,,D,Dennis Anderson,176
Shaw-Topeka,Ward 5 Precinct 14,Insurance,,D,Dennis Anderson,81
Shaw-Topeka,Ward 5 Precinct 15,Insurance,,D,Dennis Anderson,22
Shaw-Topeka,Ward 5 Precinct 91,Insurance,,D,Dennis Anderson,44
Shaw-Topeka,Ward 6 Precinct 1,Insurance,,D,Dennis Anderson,118
Shaw-Topeka,Ward 6 Precinct 2,Insurance,,D,Dennis Anderson,112
Shaw-Topeka,Ward 6 Precinct 3,Insurance,,D,Dennis Anderson,161
Shaw-Topeka,Ward 6 Precinct 4,Insurance,,D,Dennis Anderson,131
Shaw-Topeka,Ward 6 Precinct 5,Insurance,,D,Dennis Anderson,178
Shaw-Topeka,Ward 6 Precinct 6,Insurance,,D,Dennis Anderson,94
Shaw-Topeka,Ward 6 Precinct 7,Insurance,,D,Dennis Anderson,69
Shaw-Topeka,Ward 6 Precinct 8,Insurance,,D,Dennis Anderson,161
Shaw-Topeka,Ward 6 Precinct 9,Insurance,,D,Dennis Anderson,283
Shaw-Topeka,Ward 7 Precinct 1,Insurance,,D,Dennis Anderson,181
Shaw-Topeka,Ward 7 Precinct 2,Insurance,,D,Dennis Anderson,152
Shaw-Topeka,Ward 7 Precinct 3,Insurance,,D,Dennis Anderson,145
Shaw-Topeka,Ward 7 Precinct 4,Insurance,,D,Dennis Anderson,152
Shaw-Topeka,Ward 7 Precinct 5,Insurance,,D,Dennis Anderson,117
Shaw-Topeka,Ward 7 Precinct 6,Insurance,,D,Dennis Anderson,98
Shaw-Topeka,Ward 7 Precinct 7,Insurance,,D,Dennis Anderson,116
Shaw-Topeka,Ward 7 Precinct 9,Insurance,,D,Dennis Anderson,111
Shaw-Topeka,Ward 7 Precinct 10,Insurance,,D,Dennis Anderson,135
Shaw-Topeka,Ward 7 Precinct 11,Insurance,,D,Dennis Anderson,197
Shaw-Topeka,Ward 8 Precinct 1,Insurance,,D,Dennis Anderson,137
Shaw-Topeka,Ward 8 Precinct 2,Insurance,,D,Dennis Anderson,158
Shaw-Topeka,Ward 8 Precinct 3,Insurance,,D,Dennis Anderson,225
Shaw-Topeka,Ward 8 Precinct 4,Insurance,,D,Dennis Anderson,187
Shaw-Topeka,Ward 8 Precinct 5,Insurance,,D,Dennis Anderson,241
Shaw-Topeka,Ward 8 Precinct 6,Insurance,,D,Dennis Anderson,124
Shaw-Topeka,Ward 8 Precinct 7,Insurance,,D,Dennis Anderson,139
Shaw-Topeka,Ward 8 Precinct 8,Insurance,,D,Dennis Anderson,156
Shaw-Topeka,Ward 8 Precinct 9,Insurance,,D,Dennis Anderson,184
Shaw-Topeka,Ward 8 Precinct 10,Insurance,,D,Dennis Anderson,117
Shaw-Topeka,Ward 8 Precinct 11,Insurance,,D,Dennis Anderson,186
Shaw-Topeka,Ward 9 Precinct 1,Insurance,,D,Dennis Anderson,31
Shaw-Topeka,Ward 9 Precinct 2,Insurance,,D,Dennis Anderson,104
Shaw-Topeka,Ward 9 Precinct 3,Insurance,,D,Dennis Anderson,212
Shaw-Topeka,Ward 9 Precinct 4,Insurance,,D,Dennis Anderson,198
Shaw-Topeka,Ward 9 Precinct 5,Insurance,,D,Dennis Anderson,150
Shaw-Topeka,Ward 9 Precinct 6,Insurance,,D,Dennis Anderson,162
Shaw-Topeka,Ward 9 Precinct 8,Insurance,,D,Dennis Anderson,200
Shaw-Topeka,Ward 9 Precinct 9,Insurance,,D,Dennis Anderson,145
Shaw-Topeka,Ward 9 Precinct 10,Insurance,,D,Dennis Anderson,279
Shaw-Topeka,Ward 9 Precinct 11,Insurance,,D,Dennis Anderson,157
Shaw-Topeka,Ward 9 Precinct 12,Insurance,,D,Dennis Anderson,81
Shaw-Topeka,Ward 10 Precinct 1,Insurance,,D,Dennis Anderson,180
Shaw-Topeka,Ward 10 Precinct 2,Insurance,,D,Dennis Anderson,155
Shaw-Topeka,Ward 10 Precinct 3,Insurance,,D,Dennis Anderson,225
Shaw-Topeka,Ward 10 Precinct 4,Insurance,,D,Dennis Anderson,147
Shaw-Topeka,Ward 10 Precinct 5,Insurance,,D,Dennis Anderson,137
Shaw-Topeka,Ward 10 Precinct 6,Insurance,,D,Dennis Anderson,123
Shaw-Topeka,Ward 10 Precinct 7,Insurance,,D,Dennis Anderson,142
Shaw-Topeka,Ward 10 Precinct 8,Insurance,,D,Dennis Anderson,140
Shaw-Topeka,Ward 10 Precinct 9,Insurance,,D,Dennis Anderson,115
Shaw-Topeka,Ward 10 Precinct 10,Insurance,,D,Dennis Anderson,144
Shaw-Topeka,Ward 10 Precinct 11,Insurance,,D,Dennis Anderson,190
Shaw-Topeka,Ward 10 Precinct 14,Insurance,,D,Dennis Anderson,152
Shaw-Topeka,Ward 11 Precinct 1,Insurance,,D,Dennis Anderson,100
Shaw-Topeka,Ward 11 Precinct 2,Insurance,,D,Dennis Anderson,171
Shaw-Topeka,Ward 11 Precinct 3,Insurance,,D,Dennis Anderson,115
Shaw-Topeka,Ward 11 Precinct 4,Insurance,,D,Dennis Anderson,211
Shaw-Topeka,Ward 11 Precinct 5,Insurance,,D,Dennis Anderson,150
Shaw-Topeka,Ward 11 Precinct 6,Insurance,,D,Dennis Anderson,141
Shaw-Topeka,Ward 11 Precinct 7,Insurance,,D,Dennis Anderson,127
Shaw-Topeka,Ward 11 Precinct 8,Insurance,,D,Dennis Anderson,121
Shaw-Topeka,Ward 11 Precinct 9,Insurance,,D,Dennis Anderson,162
Shaw-Topeka,Ward 11 Precinct 10,Insurance,,D,Dennis Anderson,118
Shaw-Topeka,Ward 12 Precinct 1,Insurance,,D,Dennis Anderson,163
Shaw-Topeka,Ward 12 Precinct 2,Insurance,,D,Dennis Anderson,119
Shaw-Topeka,Ward 12 Precinct 3,Insurance,,D,Dennis Anderson,148
Shaw-Topeka,Ward 12 Precinct 4,Insurance,,D,Dennis Anderson,174
Shaw-Topeka,Ward 12 Precinct 5,Insurance,,D,Dennis Anderson,184
Shaw-Topeka,Ward 12 Precinct 6,Insurance,,D,Dennis Anderson,215
Shaw-Topeka,Ward 12 Precinct 7,Insurance,,D,Dennis Anderson,188
Shaw-Topeka,Ward 12 Precinct 8,Insurance,,D,Dennis Anderson,184
Shaw-Topeka,Ward 12 Precinct 9,Insurance,,D,Dennis Anderson,280
Shaw-Topeka,Ward 12 Precinct 11,Insurance,,D,Dennis Anderson,248
Shaw-Topeka,Ward 12 Precinct 13,Insurance,,D,Dennis Anderson,155
Shaw-Topeka,Ward 12 Precinct 14,Insurance,,D,Dennis Anderson,144
Shaw-Topeka,Ward 12 Precinct 15,Insurance,,D,Dennis Anderson,222
Shaw-Topeka,Ward 12 Precinct 16,Insurance,,D,Dennis Anderson,278
Shaw-Topeka,Ward 12 Precinct 19,Insurance,,D,Dennis Anderson,22
Shaw-Topeka,Ward 12 Precinct 20,Insurance,,D,Dennis Anderson,187
Shaw-Topeka,Ward 12 Precinct 31,Insurance,,D,Dennis Anderson,119
Shaw-Topeka,Ward 13 Precinct 2,Insurance,,D,Dennis Anderson,59
Shaw-Topeka,Ward 13 Precinct 5,Insurance,,D,Dennis Anderson,1
Shaw-Topeka,Ward 13 Precinct 6,Insurance,,D,Dennis Anderson,27
Shaw-Topeka,Ward 13 Precinct 9,Insurance,,D,Dennis Anderson,31
Shaw-Topeka,Ward 13 Precinct 12,Insurance,,D,Dennis Anderson,190
Shaw-Topeka,Ward 13 Precinct 21,Insurance,,D,Dennis Anderson,34
Shaw-Topeka,Ward 13 Precinct 22,Insurance,,D,Dennis Anderson,27
Shaw-Topeka,Ward 13 Precinct 30,Insurance,,D,Dennis Anderson,63
Shaw-Topeka,Ward 14 Precinct 1,Insurance,,D,Dennis Anderson,249
Shaw-Topeka,Ward 14 Precinct 2,Insurance,,D,Dennis Anderson,214
Shaw-Topeka,Ward 14 Precinct 3,Insurance,,D,Dennis Anderson,117
Shaw-Topeka,Ward 14 Precinct 4,Insurance,,D,Dennis Anderson,202
Shaw-Topeka,Ward 14 Precinct 5,Insurance,,D,Dennis Anderson,98
Shaw-Topeka,Ward 15 Precinct 1,Insurance,,D,Dennis Anderson,200
Shaw-Topeka,Ward 15 Precinct 2,Insurance,,D,Dennis Anderson,168
Shaw-Topeka,Ward 15 Precinct 3,Insurance,,D,Dennis Anderson,14
Shaw-Topeka,Ward 1 Precinct 5,State Rep 50,H050,R,Fred Patton [R],213
Shaw-Topeka,Ward 1 Precinct 6,State Rep 50,H050,R,Fred Patton [R],265
Shaw-Topeka,Ward 3 Precinct 1,State Rep 55,H055,R,James Lord [R],76
Shaw-Topeka,Ward 3 Precinct 2,State Rep 55,H055,R,James Lord [R],74
Shaw-Topeka,Ward 3 Precinct 3,State Rep 55,H055,R,James Lord [R],39
Shaw-Topeka,Ward 3 Precinct 4,State Rep 55,H055,R,James Lord [R],54
Shaw-Topeka,Ward 3 Precinct 5,State Rep 55,H055,R,James Lord [R],23
Shaw-Topeka,Ward 3 Precinct 6,State Rep 55,H055,R,James Lord [R],46
Shaw-Topeka,Ward 3 Precinct 7,State Rep 55,H055,R,James Lord [R],44
Shaw-Topeka,Ward 3 Precinct 8,State Rep 58,H058,R,Cordell Fischer [R],74
Shaw-Topeka,Ward 3 Precinct 9,State Rep 58,H058,R,Cordell Fischer [R],54
Shaw-Topeka,Ward 4 Precinct 4,State Rep 58,H058,R,Cordell Fischer [R],35
Shaw-Topeka,Ward 4 Precinct 6,State Rep 58,H058,R,Cordell Fischer [R],50
Shaw-Topeka,Ward 4 Precinct 7,State Rep 58,H058,R,Cordell Fischer [R],35
Shaw-Topeka,Ward 4 Precinct 8,State Rep 58,H058,R,Cordell Fischer [R],57
Shaw-Topeka,Ward 4 Precinct 9,State Rep 58,H058,R,Cordell Fischer [R],40
Shaw-Topeka,Ward 4 Precinct 10,State Rep 58,H058,R,Cordell Fischer [R],58
Shaw-Topeka,Ward 4 Precinct 11,State Rep 58,H058,R,Cordell Fischer [R],41
Shaw-Topeka,Ward 4 Precinct 12,State Rep 58,H058,R,Cordell Fischer [R],0
Shaw-Topeka,Ward 4 Precinct 15,State Rep 56,H056,R,Lane Hemsley [R],58
Shaw-Topeka,Ward 5 Precinct 1,State Rep 58,H058,R,Cordell Fischer [R],41
Shaw-Topeka,Ward 5 Precinct 2,State Rep 58,H058,R,Cordell Fischer [R],44
Shaw-Topeka,Ward 5 Precinct 3,State Rep 58,H058,R,Cordell Fischer [R],60
Shaw-Topeka,Ward 5 Precinct 4,State Rep 58,H058,R,Cordell Fischer [R],55
Shaw-Topeka,Ward 5 Precinct 5,State Rep 58,H058,R,Cordell Fischer [R],52
Shaw-Topeka,Ward 5 Precinct 6,State Rep 58,H058,R,Cordell Fischer [R],40
Shaw-Topeka,Ward 5 Precinct 7,State Rep 58,H058,R,Cordell Fischer [R],45
Shaw-Topeka,Ward 5 Precinct 8,State Rep 58,H058,R,Cordell Fischer [R],56
Shaw-Topeka,Ward 5 Precinct 9,State Rep 58,H058,R,Cordell Fischer [R],130
Shaw-Topeka,Ward 5 Precinct 10,State Rep 58,H058,R,Cordell Fischer [R],188
Shaw-Topeka,Ward 5 Precinct 15,State Rep 54,H054,R,Ken Corbet [R],21
Shaw-Topeka,Ward 5 Precinct 91,State Rep 54,H054,R,Ken Corbet [R],38
Shaw-Topeka,Ward 6 Precinct 1,State Rep 58,H058,R,Cordell Fischer [R],32
Shaw-Topeka,Ward 6 Precinct 2,State Rep 58,H058,R,Cordell Fischer [R],38
Shaw-Topeka,Ward 6 Precinct 3,State Rep 56,H056,R,Lane Hemsley [R],192
Shaw-Topeka,Ward 6 Precinct 4,State Rep 56,H056,R,Lane Hemsley [R],94
Shaw-Topeka,Ward 6 Precinct 5,State Rep 56,H056,R,Lane Hemsley [R],157
Shaw-Topeka,Ward 6 Precinct 6,State Rep 56,H056,R,Lane Hemsley [R],68
Shaw-Topeka,Ward 6 Precinct 7,State Rep 56,H056,R,Lane Hemsley [R],55
Shaw-Topeka,Ward 6 Precinct 8,State Rep 58,H058,R,Cordell Fischer [R],69
Shaw-Topeka,Ward 6 Precinct 9,State Rep 56,H056,R,Lane Hemsley [R],310
Shaw-Topeka,Ward 7 Precinct 1,State Rep 55,H055,R,James Lord [R],89
Shaw-Topeka,Ward 7 Precinct 2,State Rep 55,H055,R,James Lord [R],77
Shaw-Topeka,Ward 7 Precinct 3,State Rep 55,H055,R,James Lord [R],83
Shaw-Topeka,Ward 7 Precinct 4,State Rep 55,H055,R,James Lord [R],107
Shaw-Topeka,Ward 7 Precinct 5,State Rep 55,H055,R,James Lord [R],99
Shaw-Topeka,Ward 7 Precinct 6,State Rep 55,H055,R,James Lord [R],77
Shaw-Topeka,Ward 7 Precinct 7,State Rep 55,H055,R,James Lord [R],57
Shaw-Topeka,Ward 7 Precinct 9,State Rep 55,H055,R,James Lord [R],83
Shaw-Topeka,Ward 7 Precinct 10,State Rep 55,H055,R,James Lord [R],67
Shaw-Topeka,Ward 7 Precinct 11,State Rep 55,H055,R,James Lord [R],128
Shaw-Topeka,Ward 8 Precinct 1,State Rep 55,H055,R,James Lord [R],55
Shaw-Topeka,Ward 8 Precinct 2,State Rep 55,H055,R,James Lord [R],72
Shaw-Topeka,Ward 8 Precinct 3,State Rep 55,H055,R,James Lord [R],90
Shaw-Topeka,Ward 8 Precinct 4,State Rep 55,H055,R,James Lord [R],96
Shaw-Topeka,Ward 8 Precinct 5,State Rep 55,H055,R,James Lord [R],166
Shaw-Topeka,Ward 8 Precinct 6,State Rep 55,H055,R,James Lord [R],105
Shaw-Topeka,Ward 8 Precinct 7,State Rep 55,H055,R,James Lord [R],51
Shaw-Topeka,Ward 8 Precinct 8,State Rep 55,H055,R,James Lord [R],65
Shaw-Topeka,Ward 8 Precinct 9,State Rep 55,H055,R,James Lord [R],125
Shaw-Topeka,Ward 8 Precinct 10,State Rep 55,H055,R,James Lord [R],123
Shaw-Topeka,Ward 8 Precinct 11,State Rep 55,H055,R,James Lord [R],134
Shaw-Topeka,Ward 9 Precinct 1,State Rep 56,H056,R,Lane Hemsley [R],31
Shaw-Topeka,Ward 9 Precinct 2,State Rep 56,H056,R,Lane Hemsley [R],100
Shaw-Topeka,Ward 9 Precinct 3,State Rep 56,H056,R,Lane Hemsley [R],202
Shaw-Topeka,Ward 9 Precinct 4,State Rep 56,H056,R,Lane Hemsley [R],151
Shaw-Topeka,Ward 9 Precinct 5,State Rep 56,H056,R,Lane Hemsley [R],115
Shaw-Topeka,Ward 9 Precinct 6,State Rep 56,H056,R,Lane Hemsley [R],142
Shaw-Topeka,Ward 9 Precinct 8,State Rep 56,H056,R,Lane Hemsley [R],169
Shaw-Topeka,Ward 9 Precinct 9,State Rep 56,H056,R,Lane Hemsley [R],120
Shaw-Topeka,Ward 9 Precinct 10,State Rep 56,H056,R,Lane Hemsley [R],248
Shaw-Topeka,Ward 9 Precinct 11,State Rep 56,H056,R,Lane Hemsley [R],132
Shaw-Topeka,Ward 9 Precinct 12,State Rep 56,H056,R,Lane Hemsley [R],55
Shaw-Topeka,Ward 10 Precinct 1,State Rep 53,H053,R,T J Foy [R],101
Shaw-Topeka,Ward 10 Precinct 2,State Rep 53,H053,R,T J Foy [R],151
Shaw-Topeka,Ward 10 Precinct 3,State Rep 53,H053,R,T J Foy [R],207
Shaw-Topeka,Ward 10 Precinct 4,State Rep 53,H053,R,T J Foy [R],118
Shaw-Topeka,Ward 10 Precinct 5,State Rep 53,H053,R,T J Foy [R],88
Shaw-Topeka,Ward 10 Precinct 6,State Rep 53,H053,R,T J Foy [R],111
Shaw-Topeka,Ward 10 Precinct 7,State Rep 53,H053,R,T J Foy [R],117
Shaw-Topeka,Ward 10 Precinct 8,State Rep 53,H053,R,T J Foy [R],84
Shaw-Topeka,Ward 10 Precinct 9,State Rep 53,H053,R,T J Foy [R],77
Shaw-Topeka,Ward 10 Precinct 10,State Rep 53,H053,R,T J Foy [R],111
Shaw-Topeka,Ward 10 Precinct 11,State Rep 53,H053,R,T J Foy [R],153
Shaw-Topeka,Ward 10 Precinct 14,State Rep 53,H053,R,T J Foy [R],110
Shaw-Topeka,Ward 11 Precinct 1,State Rep 53,H053,R,T J Foy [R],89
Shaw-Topeka,Ward 11 Precinct 2,State Rep 53,H053,R,T J Foy [R],114
Shaw-Topeka,Ward 11 Precinct 3,State Rep 53,H053,R,T J Foy [R],75
Shaw-Topeka,Ward 11 Precinct 4,State Rep 53,H053,R,T J Foy [R],145
Shaw-Topeka,Ward 11 Precinct 5,State Rep 53,H053,R,T J Foy [R],103
Shaw-Topeka,Ward 11 Precinct 6,State Rep 53,H053,R,T J Foy [R],103
Shaw-Topeka,Ward 11 Precinct 7,State Rep 53,H053,R,T J Foy [R],109
Shaw-Topeka,Ward 11 Precinct 8,State Rep 53,H053,R,T J Foy [R],106
Shaw-Topeka,Ward 11 Precinct 9,State Rep 53,H053,R,T J Foy [R],103
Shaw-Topeka,Ward 11 Precinct 10,State Rep 53,H053,R,T J Foy [R],62
Shaw-Topeka,Ward 12 Precinct 1,State Rep 53,H053,R,T J Foy [R],86
Shaw-Topeka,Ward 12 Precinct 2,State Rep 53,H053,R,T J Foy [R],57
Shaw-Topeka,Ward 12 Precinct 3,State Rep 53,H053,R,T J Foy [R],145
Shaw-Topeka,Ward 12 Precinct 4,State Rep 53,H053,R,T J Foy [R],188
Shaw-Topeka,Ward 12 Precinct 5,State Rep 52,H052,R,Dick Jones [R],224
Shaw-Topeka,Ward 12 Precinct 6,State Rep 52,H052,R,Dick Jones [R],191
Shaw-Topeka,Ward 12 Precinct 7,State Rep 52,H052,R,Dick Jones [R],201
Shaw-Topeka,Ward 12 Precinct 8,State Rep 52,H052,R,Dick Jones [R],203
Shaw-Topeka,Ward 12 Precinct 9,State Rep 56,H056,R,Lane Hemsley [R],303
Shaw-Topeka,Ward 12 Precinct 11,State Rep 52,H052,R,Dick Jones [R],359
Shaw-Topeka,Ward 12 Precinct 13,State Rep 53,H053,R,T J Foy [R],210
Shaw-Topeka,Ward 12 Precinct 14,State Rep 52,H052,R,Dick Jones [R],175
