county,precinct,office,district,party,candidate,poll
Rice,Provisional,Congress 1,,D,James E. Sherow,13
Rice,Advance,Congress 1,,R,Tim Huelskamp,432
Rice,Provisional,Congress 1,,R,Tim Huelskamp,28
Rice,Advance,Governor,,L,Keen A. Umbehr,15
Rice,Provisional,Governor,,L,Keen A. Umbehr,2
Rice,Advance,Governor,,D,Paul Davis,261
Rice,Provisional,Governor,,D,Paul Davis,13
Rice,Advance,Governor,,R,Sam Brownback,395
Rice,Provisional,Governor,,R,Sam Brownback,28
Rice,Advance,Insurance,,D,Dennis Anderson,175
Rice,Provisional,Insurance,,D,Dennis Anderson,15
Rice,Advance,Insurance,,R,Ken Selzer,481
Rice,Provisional,Insurance,,R,Ken Selzer,27
Rice,Advance,Secretary,,D,Jean Kurtis Shodorf,230
Rice,Provisional,Secretary,,D,Jean Kurtis Shodorf,17
Rice,Advance,Secretary,,R,Kris Kobach,439
Rice,Provisional,Secretary,,R,Kris Kobach,25
Rice,Advance,State Rep 108,,R,Steven Johnson,86
Rice,Provisional,State Rep 108,,R,Steven Johnson,11
Rice,Advance,State Rep 113,,R,Jeremy Dannebohm,325
Rice,Provisional,State Rep 113,,R,Jeremy Dannebohm,21
Rice,Advance,State Rep 114,,R,Jack Thimesch,114
Rice,Provisional,State Rep 114,,R,Jack Thimesch,6
Rice,Advance,State Rep 114,,D,Mark Schnittker,59
Rice,Provisional,State Rep 114,,D,Mark Schnittker,3
Rice,Advance,State Sen 35,,R,Richard Wilborn,468
Rice,Provisional,State Sen 35,,R,Richard Wilborn,31
Rice,Advance,Treasurer,,D,Carmen Alldritt,148
Rice,Provisional,Treasurer,,D,Carmen Alldritt,13
Rice,Advance,Treasurer,,R,Ron Estes,510
Rice,Provisional,Treasurer,,R,Ron Estes,29
Rice,Advance,US Senate,,R,Pat Roberts,416
Rice,Provisional,US Senate,,R,Pat Roberts,27
Rice,Advance,US Senate,,I,Greg Orman,230
Rice,Provisional,US Senate,,I,Greg Orman,12
Rice,Advance,US Senate,,L,Randall Batson,25
Rice,Provisional,US Senate,,L,Randall Batson,3
